,Keyword,Chi-Square,P-Value,Association,OddsRatio
2012,instability,0.0,1.0,Not Significant,inf
2013,kind,0.08388136974151478,0.7721048177986278,Not Significant,0.3546099290780142
2014,2q6hrs,0.0,1.0,Not Significant,inf
2015,convinced,0.9134525187097302,0.33920002043905473,Not Significant,0.0
2016,intramuscular,0.0,1.0,Not Significant,0.8941605839416058
2017,zone,0.0,1.0,Not Significant,0.7163120567375887
2018,pelvis,0.0,1.0,Not Significant,1.079136690647482
2019,stated,0.0,1.0,Not Significant,inf
2020,achilles,0.2564555431190525,0.6125657687052873,Not Significant,1.1910112359550562
2021,concurrently,2.153327962786619,0.14226123442610056,Not Significant,0.0
2022,hcl,0.0,1.0,Not Significant,inf
2023,obtain,0.19902654114477547,0.6555077439181216,Not Significant,0.5287769784172662
2024,acral,0.19838170973216562,0.6560302663275008,Not Significant,1.711111111111111
2025,another,0.0,1.0,Not Significant,0.7142857142857143
2026,90,0.0,1.0,Not Significant,0.9565217391304348
2027,glucose,2.153327962786619,0.14226123442610056,Not Significant,0.0
2028,216,0.0,1.0,Not Significant,inf
2029,balch,0.0,1.0,Not Significant,inf
2030,sedentary,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2031,half,0.08388136974151478,0.7721048177986278,Not Significant,0.3546099290780142
2032,sincerely,0.0586027900245689,0.808718073233011,Not Significant,0.8724489795918368
2033,positive,0.004652753120027423,0.9456175971178293,Not Significant,0.9411764705882353
2034,agree,0.032625027502427045,0.8566627205208284,Not Significant,1.4558823529411764
2035,spinal,5.464091109369226,0.019411147393822537,Significant,2.0962732919254656
2036,22,1.7212026366955941,0.18953831280302577,Not Significant,1.4731337901190047
2037,160,0.0,1.0,Not Significant,1.4428571428571428
2038,determination,0.0,1.0,Not Significant,inf
2039,kmh,0.0,1.0,Not Significant,inf
2040,create,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2041,recommend,0.0,1.0,Not Significant,0.9839449541284404
2042,combination,1.817376492311852,0.17762587766012222,Not Significant,1.8944444444444444
2043,deterioration,0.0,1.0,Not Significant,1.4428571428571428
2044,finding,0.011742231693500483,0.9137088775429052,Not Significant,1.0869198312236288
2045,history,0.7599917917088594,0.3833310914238677,Not Significant,0.7661290322580645
2046,2022,1.1829476857731573,0.27675672132773266,Not Significant,1.3793800539083558
2047,enlargement,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2048,migration,0.030954846727423407,0.8603411623475206,Not Significant,2.179856115107914
2049,retropulsion,0.0,1.0,Not Significant,0.7163120567375887
2050,fluvoxamine,0.0,1.0,Not Significant,inf
2051,xtra,3.0792216344826127,0.07929846776435281,Not Significant,6.834586466165414
2052,lead,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2053,voltaren,0.0,1.0,Not Significant,0.7163120567375887
2054,advised,0.0,1.0,Not Significant,inf
2055,site,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2056,experienced,0.4788689355383643,0.48893508948122744,Not Significant,0.7258064516129032
2057,simpori,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2058,examination,5.533885732561905,0.018651638778055746,Significant,0.4076190476190476
2059,shoulder,0.012884468659748462,0.9096264150998227,Not Significant,0.7101449275362319
2060,2021,8.743092591082906,0.003107770034409818,Significant,0.4368
2061,failed,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2062,using,1.6222833772885374,0.20277369693669509,Not Significant,1.5849056603773586
2063,mg,0.5990788329368827,0.43892970903206896,Not Significant,1.341121495327103
2064,window,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2065,migraine,0.23403653161881685,0.6285468203166699,Not Significant,inf
2066,sleep,0.003313440513437365,0.9540971269617227,Not Significant,0.9332260659694288
2067,sluggishness,0.0,1.0,Not Significant,inf
2068,seem,0.0,1.0,Not Significant,0.7122302158273381
2069,treatment,0.045963458771202975,0.8302422360478702,Not Significant,1.2527472527472527
2070,periodically,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2071,scarring,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2072,carpenter,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2073,problem,0.7888576816579786,0.37444576110523364,Not Significant,inf
2074,forearm,0.0,1.0,Not Significant,inf
2075,2011,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2076,xarelto,0.0,1.0,Not Significant,inf
2077,sulfa,0.0,1.0,Not Significant,inf
2078,community,0.7160326337107611,0.39744836874090006,Not Significant,0.23404255319148937
2079,shorter,4.71881655175167e-05,0.9945190834096732,Not Significant,1.4492753623188406
2080,sitting,0.012542089855706783,0.9108301681962164,Not Significant,1.1223203026481714
2081,ten,0.0,1.0,Not Significant,1.0062421972534332
2082,18,1.9142928844859401,0.16648717682771708,Not Significant,2.176
2083,2018,3.5587570263144186,0.05923207684482888,Not Significant,inf
2084,manipulatively,0.0,1.0,Not Significant,inf
2085,radiologist,0.08388136974151478,0.7721048177986278,Not Significant,0.3546099290780142
2086,stable,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2087,lie,2.1328698340449135,0.14417061170753614,Not Significant,0.6554778554778555
2088,orthosis,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2089,latest,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2090,tricyclic,0.0,1.0,Not Significant,inf
2091,help,0.7834612756511428,0.3760846446698273,Not Significant,0.7561761546723953
2092,comfortably,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2093,arranged,0.23403653161881685,0.6285468203166699,Not Significant,inf
2094,patella,3.082011544022362,0.07916256320109522,Not Significant,1.6758457907159716
2095,oxycocet,0.0,1.0,Not Significant,0.7163120567375887
2096,evaluation,1.4973294719920416,0.22108272391401357,Not Significant,0.27714285714285714
2097,3,0.12031882418270984,0.7286889559726972,Not Significant,1.131764705882353
2098,respect,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2099,status,0.7160326337107611,0.39744836874090006,Not Significant,0.23404255319148937
2100,displacement,0.04380005523336084,0.8342260516825205,Not Significant,0.708029197080292
2101,chiari,0.0,1.0,Not Significant,inf
2102,prompt,0.0,1.0,Not Significant,0.7163120567375887
2103,morphine,0.0,1.0,Not Significant,inf
2104,b12,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2105,definitely,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2106,hamstring,0.7139097561145417,0.3981489151668771,Not Significant,3.6861313868613137
2107,refer,0.00014908119548454545,0.9902581664681033,Not Significant,0.877511961722488
2108,afluzosin,0.0,1.0,Not Significant,inf
2109,physician,0.1658295360397683,0.6838451443067792,Not Significant,1.3676633444075303
2110,evolved,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2111,formal,0.0,1.0,Not Significant,1.4428571428571428
2112,hopefully,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2113,scan,0.2923199051557688,0.5887377016920815,Not Significant,2.927536231884058
2114,knee,0.10350437364783521,0.7476641004981601,Not Significant,0.8302845528455285
2115,night,0.0,1.0,Not Significant,0.8941605839416058
2116,fallen,0.7888576816579786,0.37444576110523364,Not Significant,inf
2117,wedging,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2118,anticipate,0.0,1.0,Not Significant,inf
2119,worsening,2.193052628515323,0.1386343191894488,Not Significant,1.5627906976744186
2120,chance,0.0,1.0,Not Significant,1.4428571428571428
2121,shown,0.0,1.0,Not Significant,inf
2122,synovial,2.2221702425506384,0.1360417075144915,Not Significant,0.34057971014492755
2123,imaging or referral,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2124,cane from time,0.0,1.0,Not Significant,inf
2125,is consistent,0.030954846727423407,0.8603411623475206,Not Significant,2.179856115107914
2126,is quitting,0.0,1.0,Not Significant,inf
2127,the lateral legs,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2128,numbness and reports,0.0,1.0,Not Significant,inf
2129,which his chronic,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2130,are a couple,0.23403653161881685,0.6285468203166699,Not Significant,inf
2131,remote past which,0.0,1.0,Not Significant,inf
2132,her the kind,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2133,began about 9,0.0,1.0,Not Significant,inf
2134,gnmi in,0.0,1.0,Not Significant,inf
2135,occasional shooting pain,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2136,consistent with left,0.030954846727423407,0.8603411623475206,Not Significant,2.179856115107914
2137,is not currently,0.08388136974151478,0.7721048177986278,Not Significant,0.3546099290780142
2138,back pain exacerbated,0.0,1.0,Not Significant,inf
2139,has perineal,0.0,1.0,Not Significant,inf
2140,would be in,0.0,1.0,Not Significant,inf
2141,there is stenosis,0.0,1.0,Not Significant,inf
2142,not precipitate any,0.0,1.0,Not Significant,inf
2143,left lower leg,0.0,1.0,Not Significant,inf
2144,symptomatology with,0.0,1.0,Not Significant,inf
2145,some type,0.0,1.0,Not Significant,0.7163120567375887
2146,at the same,0.04380005523336084,0.8342260516825205,Not Significant,0.708029197080292
2147,for upper back,0.9134525187097302,0.33920002043905473,Not Significant,0.0
2148,he is reporting,0.23403653161881685,0.6285468203166699,Not Significant,inf
2149,improvement to,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2150,any spasticity,0.23403653161881685,0.6285468203166699,Not Significant,inf
2151,spaces ae not,0.0,1.0,Not Significant,inf
2152,moderate on the,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2153,in the clinic,1.2297403183059639,0.2674575459184321,Not Significant,4.455882352941177
2154,complete her,0.0,1.0,Not Significant,1.4428571428571428
2155,clinic weekly,0.23403653161881685,0.6285468203166699,Not Significant,inf
2156,with sign and,0.0,1.0,Not Significant,inf
2157,at niagara health,0.08388136974151478,0.7721048177986278,Not Significant,0.3546099290780142
2158,taking tylenol for,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2159,is pain,0.0,1.0,Not Significant,1.041343669250646
2160,only remarkable for,0.6908819313419929,0.40586456509552804,Not Significant,0.35
2161,the right pelvis,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2162,with temporary,0.0,1.0,Not Significant,inf
2163,the s1,0.0,1.0,Not Significant,0.7142857142857143
2164,for a brain,0.0,1.0,Not Significant,inf
2165,trial of 10,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2166,to maintain,0.7888576816579786,0.37444576110523364,Not Significant,inf
2167,is but,0.7888576816579786,0.37444576110523364,Not Significant,inf
2168,therapy months and,0.0,1.0,Not Significant,inf
2169,but treatment,0.0,1.0,Not Significant,0.7163120567375887
2170,not currently performing,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2171,cause lower,0.0,1.0,Not Significant,inf
2172,to address any,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2173,extra strength,0.0,1.0,Not Significant,0.7163120567375887
2174,weakness in the,0.23403653161881685,0.6285468203166699,Not Significant,inf
2175,reported urinary,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2176,to the lower,0.0,1.0,Not Significant,0.7142857142857143
2177,of relief she,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2178,notes mild to,0.0,1.0,Not Significant,inf
2179,block for diagnostic,0.0,1.0,Not Significant,inf
2180,displacement of nerve,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2181,and osteopathy have,0.0,1.0,Not Significant,inf
2182,her continue,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2183,a slip and,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2184,possible incomplete,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2185,affecting her buttock,0.0,1.0,Not Significant,inf
2186,acupuncture without relief,0.2923199051557688,0.5887377016920815,Not Significant,2.927536231884058
2187,buttock and some,0.0,1.0,Not Significant,inf
2188,or perineal,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2189,gabapentin 600 mg,0.23403653161881685,0.6285468203166699,Not Significant,inf
2190,he has left,0.0,1.0,Not Significant,inf
2191,at a facility,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2192,gainfully employed,0.0,1.0,Not Significant,0.7163120567375887
2193,only about 20,0.7888576816579786,0.37444576110523364,Not Significant,inf
2194,his very limited,0.0,1.0,Not Significant,inf
2195,led to,0.0,1.0,Not Significant,0.8558823529411764
2196,his cervical and,0.0,1.0,Not Significant,inf
2197,is walking more,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2198,smith february,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2199,the health,0.9134525187097302,0.33920002043905473,Not Significant,0.0
2200,smith was advised,0.0,1.0,Not Significant,inf
2201,multilevel degenerative disc,0.0,1.0,Not Significant,inf
2202,given the unremitting,0.7888576816579786,0.37444576110523364,Not Significant,inf
2203,to sit for,0.0,1.0,Not Significant,inf
2204,has affected his,0.23403653161881685,0.6285468203166699,Not Significant,inf
2205,him for neurology,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2206,had prior episodes,0.23403653161881685,0.6285468203166699,Not Significant,inf
2207,include an antihypertensive,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2208,that physical,0.0,1.0,Not Significant,inf
2209,she can,0.23457097880630245,0.6281550361270409,Not Significant,0.6992481203007519
2210,january 24,0.0,1.0,Not Significant,1.4428571428571428
2211,will be performing,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2212,urinary urgency,0.23403653161881685,0.6285468203166699,Not Significant,inf
2213,oakville trafalgar,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2214,is perindopril,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2215,of foraminal stenosis,0.0,1.0,Not Significant,inf
2216,only order,0.0,1.0,Not Significant,inf
2217,2022 at kmh,0.0,1.0,Not Significant,inf
2218,fallen a,0.23403653161881685,0.6285468203166699,Not Significant,inf
2219,or manual,0.0,1.0,Not Significant,0.7163120567375887
2220,severe left,0.0,1.0,Not Significant,0.9183673469387755
2221,reflexes are hyperreflexic,0.0,1.0,Not Significant,inf
2222,burning or sharp,0.0,1.0,Not Significant,inf
2223,this is especially,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2224,taking is estrogel,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2225,that she,0.8204020683038014,0.36506263674528516,Not Significant,1.4397321428571428
2226,months ago she,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2227,pain is smith,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2228,90 mb,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2229,given his ongoing,0.0,1.0,Not Significant,inf
2230,worsening leg,0.7139097561145417,0.3981489151668771,Not Significant,3.6861313868613137
2231,is neurogenic or,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2232,performed july,0.0,1.0,Not Significant,1.005925925925926
2233,he reports to,0.0,1.0,Not Significant,1.4428571428571428
2234,has significant genu,0.0,1.0,Not Significant,inf
2235,on august 17,0.0,1.0,Not Significant,inf
2236,stretch reflexes to,0.0,1.0,Not Significant,inf
2237,prostate cancer,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2238,constant pressure,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2239,the left foot,0.7464439393188353,0.3876044413858035,Not Significant,0.463768115942029
2240,follows the,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2241,that she suffered,0.0,1.0,Not Significant,inf
2242,no myotomal weakness,0.0,1.0,Not Significant,inf
2243,indices did,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2244,smith to be,0.10983015658274958,0.7403375829953007,Not Significant,1.8248175182481752
2245,more on,0.0,1.0,Not Significant,inf
2246,does not think,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2247,which provided some,0.0,1.0,Not Significant,inf
2248,voiding of her,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2249,go for,0.0,1.0,Not Significant,0.7163120567375887
2250,a discectomy at,0.0,1.0,Not Significant,inf
2251,weakness of,0.0,1.0,Not Significant,1.0304449648711944
2252,is negative bilaterally,0.030954846727423407,0.8603411623475206,Not Significant,2.179856115107914
2253,mri august,0.9134525187097302,0.33920002043905473,Not Significant,0.0
2254,he is continuing,0.0,1.0,Not Significant,inf
2255,favours within,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2256,performed april 22,0.0,1.0,Not Significant,inf
2257,is corresponding finding,1.4973294719920416,0.22108272391401357,Not Significant,0.27714285714285714
2258,her ongoing functional,0.0,1.0,Not Significant,inf
2259,naproxen 500,0.23403653161881685,0.6285468203166699,Not Significant,inf
2260,so on the,0.0,1.0,Not Significant,inf
2261,began after,0.0,1.0,Not Significant,inf
2262,is slow,0.23403653161881685,0.6285468203166699,Not Significant,inf
2263,to expedite the,0.0,1.0,Not Significant,inf
2264,from l3,0.0,1.0,Not Significant,inf
2265,includes advanced oa,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2266,pain more,0.0,1.0,Not Significant,0.7163120567375887
2267,a machine operator,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2268,protrusion with extraforaminal,0.0,1.0,Not Significant,inf
2269,leg has,0.0,1.0,Not Significant,inf
2270,herniation and moderate,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2271,hip replacement in,0.9134525187097302,0.33920002043905473,Not Significant,0.0
2272,of internal rotation,0.23403653161881685,0.6285468203166699,Not Significant,inf
2273,a walker,5.169975012559934,0.022980546469240578,Significant,9.323076923076924
2274,not worked since,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2275,intramuscular injection,4.71881655175167e-05,0.9945190834096732,Not Significant,1.4492753623188406
2276,posterior thigh pain,0.0,1.0,Not Significant,1.079136690647482
2277,and she fell,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2278,enlarged left,0.0,1.0,Not Significant,inf
2279,history includes advanced,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2280,sharp sensation with,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2281,can only,2.8324696351890655,0.09237620514067671,Not Significant,inf
2282,chiropractic care or,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2283,life and weakness,0.0,1.0,Not Significant,inf
2284,weighs 160 lbs,0.0,1.0,Not Significant,0.7163120567375887
2285,l4 dermatome,0.9134525187097302,0.33920002043905473,Not Significant,0.0
2286,calf pain,0.0,1.0,Not Significant,0.7163120567375887
2287,of digestive,0.0,1.0,Not Significant,inf
2288,affected his,0.23403653161881685,0.6285468203166699,Not Significant,inf
2289,films of the,0.7888576816579786,0.37444576110523364,Not Significant,inf
2290,not think,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2291,starting with cramping,0.0,1.0,Not Significant,inf
2292,and it is,0.0,1.0,Not Significant,inf
2293,reasonable i,0.0,1.0,Not Significant,inf
2294,and described,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2295,was negative,0.0,1.0,Not Significant,inf
2296,numbness and ache,0.0,1.0,Not Significant,inf
2297,a recent motor,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2298,if a,0.0,1.0,Not Significant,0.7163120567375887
2299,leg pain is,0.032625027502427045,0.8566627205208284,Not Significant,1.4558823529411764
2300,ago and he,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2301,month ago with,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2302,signs and symptoms,0.0,1.0,Not Significant,1.0388655462184875
2303,stents and a,0.0,1.0,Not Significant,inf
2304,lumbar plain film,0.0,1.0,Not Significant,inf
2305,coming off a,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2306,april 4,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2307,therapist or,0.23403653161881685,0.6285468203166699,Not Significant,inf
2308,related in part,0.0,1.0,Not Significant,inf
2309,very mild weakness,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2310,is a severe,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2311,is reasonable,0.08388136974151478,0.7721048177986278,Not Significant,0.3546099290780142
2312,spine ranges,0.0,1.0,Not Significant,1.079136690647482
2313,in october 2020,0.0,1.0,Not Significant,inf
2314,nerve root and,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2315,fell last year,0.0,1.0,Not Significant,inf
2316,her walking,0.37864633798136105,0.538328585103222,Not Significant,2.2058823529411766
2317,anemia and,0.0,1.0,Not Significant,inf
2318,of back,0.0,1.0,Not Significant,0.7142857142857143
2319,extrusion with,0.7888576816579786,0.37444576110523364,Not Significant,inf
2320,which would not,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2321,left hand,0.7888576816579786,0.37444576110523364,Not Significant,inf
2322,therapy has provided,0.0,1.0,Not Significant,inf
2323,right subarticular recess,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2324,injection to,0.7139097561145417,0.3981489151668771,Not Significant,3.6861313868613137
2325,tsh and,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2326,her difficulties are,0.0,1.0,Not Significant,inf
2327,therapy and it,0.0,1.0,Not Significant,inf
2328,for treatment which,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2329,significant genu,0.0,1.0,Not Significant,inf
2330,recess stenosis from,0.0,1.0,Not Significant,inf
2331,november 22,0.0,1.0,Not Significant,inf
2332,of leg dominant,0.0,1.0,Not Significant,0.7122302158273381
2333,grade anterolisthesis,0.0,1.0,Not Significant,inf
2334,return for,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2335,to obtain restorative,0.0,1.0,Not Significant,1.4428571428571428
2336,is severe degenerative,0.0,1.0,Not Significant,0.7163120567375887
2337,facet incompetence at,0.0,1.0,Not Significant,inf
2338,taking pregabalin 75,0.7888576816579786,0.37444576110523364,Not Significant,inf
2339,tylenol for pain,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2340,and hoffman sign,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2341,raising is positive,0.5690263585872537,0.45064607511304156,Not Significant,0.6225563909774436
2342,than low,0.7888576816579786,0.37444576110523364,Not Significant,inf
2343,to resume her,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2344,not be adequately,0.0,1.0,Not Significant,inf
2345,spine surgical opinion,0.23403653161881685,0.6285468203166699,Not Significant,inf
2346,tridural 100,0.0,1.0,Not Significant,inf
2347,clinic weekly for,0.0,1.0,Not Significant,inf
2348,findings of a,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2349,of left,0.4564636812063054,0.49928133058881496,Not Significant,1.2696192696192696
2350,improved despite,0.0,1.0,Not Significant,0.7163120567375887
2351,within 4,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2352,joint lines,0.23403653161881685,0.6285468203166699,Not Significant,inf
2353,relief and has,0.0,1.0,Not Significant,inf
2354,he stands 6,0.2923199051557688,0.5887377016920815,Not Significant,2.927536231884058
2355,mass of the,0.0,1.0,Not Significant,inf
2356,any calcification and,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2357,of exercises,0.9134525187097302,0.33920002043905473,Not Significant,0.0
2358,foraminal stenosis bilaterally,0.09606676570579667,0.7566017232987258,Not Significant,1.462686567164179
2359,provides relief,0.1409721764832986,0.7073164438110074,Not Significant,0.4714285714285714
2360,laser therapy and,0.0,1.0,Not Significant,inf
2361,he has balance,0.0,1.0,Not Significant,inf
2362,she has bilateral,0.0,1.0,Not Significant,inf
2363,prior bicycle accident,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2364,his education,0.0,1.0,Not Significant,inf
2365,which is constant,0.0,1.0,Not Significant,inf
2366,weighs 153,0.0,1.0,Not Significant,inf
2367,to perform exercises,0.0,1.0,Not Significant,0.7163120567375887
2368,ongoing daily,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2369,feet and an,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2370,pain is characterized,4.71881655175167e-05,0.9945190834096732,Not Significant,1.4492753623188406
2371,which his,0.9134525187097302,0.33920002043905473,Not Significant,0.0
2372,stripping of,0.0,1.0,Not Significant,inf
2373,left leg more,0.0,1.0,Not Significant,inf
2374,would not explain,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2375,with nerve root,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2376,amitriptyline 50 mg,0.0,1.0,Not Significant,inf
2377,surgical consultation wtih,0.0,1.0,Not Significant,inf
2378,other pyramidal,0.0,1.0,Not Significant,inf
2379,left knee and,0.0,1.0,Not Significant,inf
2380,qhs at,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2381,replaced in,0.0,1.0,Not Significant,inf
2382,left foot which,0.0,1.0,Not Significant,inf
2383,his fingers,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2384,greeted in the,0.0,1.0,Not Significant,0.7142857142857143
2385,smith has scheduled,0.0,1.0,Not Significant,inf
2386,burning and paresthesia,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2387,into the lower,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2388,reports osteoarthritis of,0.0,1.0,Not Significant,inf
2389,of the cervical,0.23403653161881685,0.6285468203166699,Not Significant,inf
2390,but develops numbness,0.0,1.0,Not Significant,inf
2391,and about,0.0,1.0,Not Significant,inf
2392,for rf,0.0,1.0,Not Significant,inf
2393,prevented him,0.0,1.0,Not Significant,0.7163120567375887
2394,she felt intense,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2395,success with lyrica,0.0,1.0,Not Significant,inf
2396,passive slr,0.38836713954175694,0.5331589535626877,Not Significant,1.6290076335877863
2397,20 feet,0.0,1.0,Not Significant,inf
2398,i recommend that,0.19902654114477547,0.6555077439181216,Not Significant,0.5287769784172662
2399,at this level,0.0,1.0,Not Significant,inf
2400,health history is,3.294725364881216,0.0695027298951885,Not Significant,0.25359712230215825
2401,with stretching exercises,0.23403653161881685,0.6285468203166699,Not Significant,inf
2402,of smith at,0.0,1.0,Not Significant,inf
2403,the effect on,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2404,will provide additional,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2405,working light,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2406,substantially similar findings,0.0,1.0,Not Significant,inf
2407,up to date,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2408,of his,0.03200339547567428,0.8580202049488554,Not Significant,1.1585365853658536
2409,to have her,0.9134525187097302,0.33920002043905473,Not Significant,0.0
2410,the chance for,0.0,1.0,Not Significant,inf
2411,and domperidone,0.0,1.0,Not Significant,inf
2412,buttock and numbness,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2413,july 22,0.0,1.0,Not Significant,0.7163120567375887
2414,which reveals hardware,0.0,1.0,Not Significant,inf
2415,his gait,0.072885813908794,0.7871804652500258,Not Significant,0.7828282828282829
2416,pain to,0.8454687202498878,0.3578373834604328,Not Significant,0.5183823529411765
2417,more conservative measures,0.2923199051557688,0.5887377016920815,Not Significant,2.927536231884058
2418,some saddle anesthesia,0.0,1.0,Not Significant,inf
2419,includes diabetes and,0.030954846727423407,0.8603411623475206,Not Significant,2.179856115107914
2420,surgical date,0.0,1.0,Not Significant,inf
2421,to whether she,0.0,1.0,Not Significant,0.7163120567375887
2422,to low blood,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2423,any manual,0.0,1.0,Not Significant,inf
2424,examination along with,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2425,radicular signs,0.0,1.0,Not Significant,inf
2426,discussion about next,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2427,to perform his,0.0,1.0,Not Significant,inf
2428,tylenol 1000,0.0,1.0,Not Significant,inf
2429,an mri with,0.9134525187097302,0.33920002043905473,Not Significant,0.0
2430,protrusion to,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2431,leg pain may,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2432,with his right,0.0,1.0,Not Significant,0.7163120567375887
2433,an achiness,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2434,he is walking,0.027730329365850532,0.8677443925184667,Not Significant,0.0
2435,is reporting,0.7888576816579786,0.37444576110523364,Not Significant,inf
