,Keyword,Chi-Square,P-Value,Association
9800,unremitting nature of,0.0,1.0,Not Significant
9801,17 2022 reveals,0.0,1.0,Not Significant
9802,hopefully help,0.027730329365850532,0.8677443925184667,Not Significant
9803,in his clinical,0.027730329365850532,0.8677443925184667,Not Significant
9804,was worsening she,0.0,1.0,Not Significant
9805,and codeine she,0.0,1.0,Not Significant
9806,leg his general,0.0,1.0,Not Significant
9807,caudal migration of,0.027730329365850532,0.8677443925184667,Not Significant
9808,and left hip,0.027730329365850532,0.8677443925184667,Not Significant
9809,of left foot,0.0,1.0,Not Significant
9810,a list,0.0,1.0,Not Significant
9811,junction and,0.0,1.0,Not Significant
9812,neck pain there,0.0,1.0,Not Significant
9813,works in,0.0,1.0,Not Significant
9814,and unilateral,0.027730329365850532,0.8677443925184667,Not Significant
9815,includes osteoarthritis,0.0,1.0,Not Significant
9816,smith disease he,0.0,1.0,Not Significant
9817,she was antalgic,0.0,1.0,Not Significant
9818,for walking on,0.0,1.0,Not Significant
9819,july 8,0.0,1.0,Not Significant
9820,leg he is,0.0,1.0,Not Significant
9821,therapies she does,0.0,1.0,Not Significant
9822,synthroid on,0.0,1.0,Not Significant
9823,helps with,0.0,1.0,Not Significant
9824,right slump,0.027730329365850532,0.8677443925184667,Not Significant
9825,floors but has,0.0,1.0,Not Significant
9826,finding of severe,0.2923199051557688,0.5887377016920815,Not Significant
9827,and fhl,0.0,1.0,Not Significant
9828,leg raising hip,0.0,1.0,Not Significant
9829,single mother,0.0,1.0,Not Significant
9830,no recent bouts,0.0,1.0,Not Significant
9831,have left s1,0.027730329365850532,0.8677443925184667,Not Significant
9832,position but slump,0.0,1.0,Not Significant
9833,trial of treatment,0.0,1.0,Not Significant
9834,her sleep and,0.027730329365850532,0.8677443925184667,Not Significant
9835,previously had left,0.027730329365850532,0.8677443925184667,Not Significant
9836,trial a,0.08388136974151478,0.7721048177986278,Not Significant
9837,at sensation to,0.0,1.0,Not Significant
9838,presents with right,0.6908819313419929,0.40586456509552804,Not Significant
9839,pain but this,0.0,1.0,Not Significant
9840,making a referral,0.027730329365850532,0.8677443925184667,Not Significant
9841,standing tolerance pain,0.0,1.0,Not Significant
9842,decompression traction without,0.0,1.0,Not Significant
9843,complete his adls,0.0,1.0,Not Significant
9844,sciatica in he,0.0,1.0,Not Significant
9845,limbs is muscle,0.0,1.0,Not Significant
9846,year he had,0.0,1.0,Not Significant
9847,his lack of,0.0,1.0,Not Significant
9848,20 2022 at,0.0,1.0,Not Significant
9849,very significant,0.0,1.0,Not Significant
9850,any specific back,0.027730329365850532,0.8677443925184667,Not Significant
9851,the significant impact,0.027730329365850532,0.8677443925184667,Not Significant
9852,breast cancer hysterectomy,0.0,1.0,Not Significant
9853,hip and pelvis,0.0,1.0,Not Significant
9854,pop and acute,0.027730329365850532,0.8677443925184667,Not Significant
9855,courses of,0.0,1.0,Not Significant
9856,up about,0.027730329365850532,0.8677443925184667,Not Significant
9857,lumbar in preparation,0.0,1.0,Not Significant
9858,was recommended,0.0,1.0,Not Significant
9859,the worsening symptoms,0.0,1.0,Not Significant
9860,persistence of,0.08388136974151478,0.7721048177986278,Not Significant
9861,been able to,0.13060494252814406,0.7178056365953993,Not Significant
9862,his habitus is,0.0,1.0,Not Significant
9863,ankle dorsiflexion at,0.0,1.0,Not Significant
9864,performing knee replacement,0.027730329365850532,0.8677443925184667,Not Significant
9865,findings with him,0.0,1.0,Not Significant
9866,osteoarthritic changes are,0.0,1.0,Not Significant
9867,smith test did,0.0,1.0,Not Significant
9868,pain impact,0.0,1.0,Not Significant
9869,can also awaken,0.0,1.0,Not Significant
9870,leg root tension,0.0,1.0,Not Significant
9871,other reflexes are,0.0,1.0,Not Significant
9872,essential hypertension niddm,0.0,1.0,Not Significant
9873,small midline,0.0,1.0,Not Significant
9874,15 he was,0.0,1.0,Not Significant
9875,prostate cancer,0.027730329365850532,0.8677443925184667,Not Significant
9876,his gait reveals,0.027730329365850532,0.8677443925184667,Not Significant
9877,with smith radiographs,0.0,1.0,Not Significant
9878,sitting for about,0.027730329365850532,0.8677443925184667,Not Significant
9879,it was recommended,0.0,1.0,Not Significant
9880,taking a neuromodulator,0.0,1.0,Not Significant
9881,her difficulties navigating,0.027730329365850532,0.8677443925184667,Not Significant
9882,tension signs there,0.0,1.0,Not Significant
9883,lateral disc protrusion,0.027730329365850532,0.8677443925184667,Not Significant
9884,mri performed september,0.027730329365850532,0.8677443925184667,Not Significant
9885,care without,0.3181251948279767,0.5727365184632409,Not Significant
9886,ongoing functional limitation,0.0,1.0,Not Significant
9887,clavicles he,0.0,1.0,Not Significant
9888,is helped,0.0,1.0,Not Significant
9889,smith smith clonus,0.0,1.0,Not Significant
9890,scheduled to,0.012884468659748462,0.9096264150998227,Not Significant
9891,preparation of,0.23403653161881685,0.6285468203166699,Not Significant
9892,a calcified,0.0,1.0,Not Significant
9893,was cut,0.0,1.0,Not Significant
9894,smith has attended,0.0,1.0,Not Significant
9895,definitely worthwhile,0.027730329365850532,0.8677443925184667,Not Significant
9896,precipitating event recalled,0.027730329365850532,0.8677443925184667,Not Significant
9897,some saddle anesthesia,0.0,1.0,Not Significant
9898,replacements her health,0.0,1.0,Not Significant
9899,with lumbar spine,0.09562026928374598,0.7571501705140008,Not Significant
9900,tylenol for,0.027730329365850532,0.8677443925184667,Not Significant
9901,of a walker,0.23403653161881685,0.6285468203166699,Not Significant
9902,variable intensity standing,0.0,1.0,Not Significant
9903,fusion is the,0.0,1.0,Not Significant
9904,a requisition,0.0,1.0,Not Significant
9905,trial side,0.0,1.0,Not Significant
9906,possible facet joint,0.0,1.0,Not Significant
9907,considered given,0.027730329365850532,0.8677443925184667,Not Significant
9908,essential hypertension dyslipidemia,0.0,1.0,Not Significant
9909,no long,0.10599375294567354,0.7447521209257558,Not Significant
9910,options that,0.0,1.0,Not Significant
9911,or internal derangement,0.0,1.0,Not Significant
9912,for breast,0.0,1.0,Not Significant
9913,syndrome there,0.0,1.0,Not Significant
9914,distance but,0.027730329365850532,0.8677443925184667,Not Significant
9915,not able,0.0,1.0,Not Significant
9916,to be scheduled,0.0,1.0,Not Significant
9917,also has numbness,0.0,1.0,Not Significant
9918,and exercises she,0.0,1.0,Not Significant
9919,exercise program,0.0,1.0,Not Significant
9920,there also,0.0,1.0,Not Significant
9921,use an inversion,0.0,1.0,Not Significant
9922,her ongoing functional,0.0,1.0,Not Significant
9923,a tricyclic such,0.0,1.0,Not Significant
9924,she is hyper,0.0,1.0,Not Significant
9925,symptoms likely from,0.0,1.0,Not Significant
9926,march 16 2021,0.0,1.0,Not Significant
9927,has tripped,0.0,1.0,Not Significant
9928,and interventions at,0.027730329365850532,0.8677443925184667,Not Significant
9929,pain is largely,0.027730329365850532,0.8677443925184667,Not Significant
9930,is my,4.71881655175167e-05,0.9945190834096732,Not Significant
9931,ehl there was,0.0,1.0,Not Significant
9932,disc protrusion smith,0.0,1.0,Not Significant
9933,right paracentral,0.0,1.0,Not Significant
9934,left flexor,0.23403653161881685,0.6285468203166699,Not Significant
9935,well as mri,3.5542163750593305,0.05939434620053873,Not Significant
9936,ago and pain,0.3501759700911883,0.55401353457634,Not Significant
9937,any change to,1.9142928844859401,0.16648717682771708,Not Significant
9938,and moderate spinal,0.027730329365850532,0.8677443925184667,Not Significant
9939,have a course,0.0,1.0,Not Significant
9940,mobility i am,0.0,1.0,Not Significant
9941,guha with,0.0,1.0,Not Significant
9942,medication the,0.0,1.0,Not Significant
9943,epidural he,0.0,1.0,Not Significant
9944,there is impingement,0.027730329365850532,0.8677443925184667,Not Significant
9945,5 i,0.2923199051557688,0.5887377016920815,Not Significant
9946,offer him some,0.0,1.0,Not Significant
9947,of her lumbar,0.0,1.0,Not Significant
9948,injections which provide,0.08388136974151478,0.7721048177986278,Not Significant
9949,is seen on,0.027730329365850532,0.8677443925184667,Not Significant
9950,saw smith february,0.0,1.0,Not Significant
9951,requiring multiple,0.027730329365850532,0.8677443925184667,Not Significant
9952,venlafaxine 75,0.0,1.0,Not Significant
9953,aspirin and,0.0,1.0,Not Significant
9954,with signs of,0.0,1.0,Not Significant
9955,and pulling sensation,0.0,1.0,Not Significant
9956,motion other,0.0,1.0,Not Significant
9957,includes cholecystectomy,0.027730329365850532,0.8677443925184667,Not Significant
9958,imaging of,0.0,1.0,Not Significant
9959,and leg symptoms,0.0,1.0,Not Significant
9960,time examination and,0.0,1.0,Not Significant
9961,performed at gmi,0.0,1.0,Not Significant
9962,a compression,0.0,1.0,Not Significant
9963,his lower,0.25806906520474543,0.6114498469605114,Not Significant
9964,root irritation at,0.0,1.0,Not Significant
9965,severe bilateral foraminal,0.0,1.0,Not Significant
9966,sharp sensation is,0.0,1.0,Not Significant
9967,retrolisthesis and,0.0,1.0,Not Significant
9968,radiculopathy the pain,0.0,1.0,Not Significant
9969,symptoms but,0.027730329365850532,0.8677443925184667,Not Significant
9970,symptoms and the,0.030954846727423407,0.8603411623475206,Not Significant
9971,topiramate 100,0.0,1.0,Not Significant
9972,pain with right,0.027730329365850532,0.8677443925184667,Not Significant
9973,ache he relates,0.0,1.0,Not Significant
9974,a slow gait,0.0,1.0,Not Significant
9975,injections were helpful,0.0,1.0,Not Significant
9976,smith to continue,0.016633934147987105,0.897379321788593,Not Significant
9977,hypertension she does,0.0,1.0,Not Significant
9978,ra she has,0.0,1.0,Not Significant
9979,significantly impact on,0.027730329365850532,0.8677443925184667,Not Significant
9980,at disc replacement,0.0,1.0,Not Significant
9981,other significant,0.0,1.0,Not Significant
9982,march 9,0.9134525187097302,0.3392000204390548,Not Significant
9983,the left quadriceps,1.4353643100432663,0.23089097141425874,Not Significant
9984,reduction the,0.0,1.0,Not Significant
9985,due to mobility,0.0,1.0,Not Significant
9986,run or,0.0,1.0,Not Significant
9987,continue with his,0.027730329365850532,0.8677443925184667,Not Significant
9988,numbness deboer has,0.0,1.0,Not Significant
9989,anxiety the,0.0,1.0,Not Significant
9990,and thighs,0.0,1.0,Not Significant
9991,smith voltaren synthroid,0.0,1.0,Not Significant
9992,and abutment of,0.0,1.0,Not Significant
9993,superior disc extrusion,0.0,1.0,Not Significant
9994,lumbar spine there,0.0,1.0,Not Significant
9995,his report quick,0.0,1.0,Not Significant
9996,reasonable trial,0.030954846727423407,0.8603411623475206,Not Significant
9997,smith returns for,0.0,1.0,Not Significant
9998,bid for,0.0,1.0,Not Significant
9999,toes which required,0.0,1.0,Not Significant
10000,smith presented with,0.0,1.0,Not Significant
10001,with any relief,0.0,1.0,Not Significant
10002,findings of severe,0.1409721764832986,0.7073164438110074,Not Significant
10003,includes essential hypertension,0.0,1.0,Not Significant
10004,a month smith,0.0,1.0,Not Significant
10005,significant neural compression,0.0,1.0,Not Significant
10006,march 7 there,0.0,1.0,Not Significant
10007,myocardial infarction last,0.0,1.0,Not Significant
10008,symptoms nature,0.0,1.0,Not Significant
10009,recent abdominal,0.0,1.0,Not Significant
10010,the right fhl,0.0,1.0,Not Significant
10011,february 24,0.027730329365850532,0.8677443925184667,Not Significant
10012,apparent that there,0.0,1.0,Not Significant
10013,is noted to,0.0,1.0,Not Significant
10014,at pars,0.0,1.0,Not Significant
10015,numbness due,0.0,1.0,Not Significant
10016,and celecoxib,0.027730329365850532,0.8677443925184667,Not Significant
10017,hips he is,0.0,1.0,Not Significant
10018,back left buttock,0.0,1.0,Not Significant
10019,relief he has,0.0,1.0,Not Significant
10020,pain past,0.0,1.0,Not Significant
10021,perform toe walking,0.08388136974151478,0.7721048177986278,Not Significant
10022,pain clinic next,0.0,1.0,Not Significant
10023,supports muscle stretch,0.0,1.0,Not Significant
10024,having an emg,0.0,1.0,Not Significant
10025,temporary relief he,0.0,1.0,Not Significant
10026,weighs 155 lbs,0.0,1.0,Not Significant
10027,she is not,0.7095737435580582,0.3995853550226799,Not Significant
10028,include olanzapine,0.0,1.0,Not Significant
10029,abnormality or internal,0.0,1.0,Not Significant
10030,the effect on,0.027730329365850532,0.8677443925184667,Not Significant
10031,was negative,0.0,1.0,Not Significant
10032,not found helpful,0.0,1.0,Not Significant
10033,as wadden,0.0,1.0,Not Significant
10034,mri and i,0.0,1.0,Not Significant
10035,good rittenhouse is,0.0,1.0,Not Significant
10036,7 and,0.0,1.0,Not Significant
10037,is doing a,0.0,1.0,Not Significant
10038,he walks using,0.0,1.0,Not Significant
10039,flexion sensation,0.0,1.0,Not Significant
10040,right and weakness,0.0,1.0,Not Significant
10041,and pain and,0.0,1.0,Not Significant
10042,attended physical,0.027730329365850532,0.8677443925184667,Not Significant
10043,left anterior,0.7888576816579786,0.37444576110523364,Not Significant
10044,opinion she,0.0,1.0,Not Significant
10045,work he has,0.0,1.0,Not Significant
10046,walk and,0.0,1.0,Not Significant
10047,however is not,0.027730329365850532,0.8677443925184667,Not Significant
10048,would be pleased,0.027730329365850532,0.8677443925184667,Not Significant
10049,the foot pain,0.0,1.0,Not Significant
10050,also been ordered,0.0,1.0,Not Significant
10051,sensation she has,0.0,1.0,Not Significant
10052,weak right,0.0,1.0,Not Significant
10053,beginning to,0.027730329365850532,0.8677443925184667,Not Significant
10054,bicycling as,0.027730329365850532,0.8677443925184667,Not Significant
10055,for facet branch,0.0,1.0,Not Significant
10056,on a different,0.027730329365850532,0.8677443925184667,Not Significant
10057,injections her,0.0,1.0,Not Significant
10058,upper and,0.027730329365850532,0.8677443925184667,Not Significant
10059,examination reveals smith,0.0,1.0,Not Significant
10060,her in,0.0,1.0,Not Significant
10061,methotrexate atenolol rosuvastatin,0.0,1.0,Not Significant
10062,8 and weighs,0.0,1.0,Not Significant
10063,to provide,0.027730329365850532,0.8677443925184667,Not Significant
10064,the metal,0.0,1.0,Not Significant
10065,chiropractor any,0.0,1.0,Not Significant
10066,and liposuction,0.0,1.0,Not Significant
10067,same level,0.0,1.0,Not Significant
10068,knee but her,0.0,1.0,Not Significant
10069,to foraminal disc,0.027730329365850532,0.8677443925184667,Not Significant
10070,component there,0.0,1.0,Not Significant
10071,curve and advanced,0.027730329365850532,0.8677443925184667,Not Significant
10072,worsening sitting,0.0,1.0,Not Significant
10073,the marked,0.027730329365850532,0.8677443925184667,Not Significant
10074,in smith has,0.0,1.0,Not Significant
10075,and that,0.7160326337107611,0.39744836874090006,Not Significant
10076,are synovial,0.0,1.0,Not Significant
10077,with smith in,0.0,1.0,Not Significant
10078,that he had,0.0,1.0,Not Significant
10079,and no antalgia,0.027730329365850532,0.8677443925184667,Not Significant
10080,afterwards i have,0.0,1.0,Not Significant
10081,november 22,0.0,1.0,Not Significant
10082,next week despite,0.0,1.0,Not Significant
10083,he graciously,0.0,1.0,Not Significant
10084,may be more,0.027730329365850532,0.8677443925184667,Not Significant
10085,also leg,0.0,1.0,Not Significant
10086,leg giving,0.0,1.0,Not Significant
10087,baclofen other,0.0,1.0,Not Significant
10088,times thank,0.0,1.0,Not Significant
10089,is of resisted,0.0,1.0,Not Significant
10090,feet she relates,0.0,1.0,Not Significant
10091,december he says,0.0,1.0,Not Significant
10092,26 there is,0.0,1.0,Not Significant
10093,needles in his,0.0,1.0,Not Significant
10094,with a chiro,0.7888576816579786,0.37444576110523364,Not Significant
10095,large more,0.0,1.0,Not Significant
10096,appear to,0.027730329365850532,0.8677443925184667,Not Significant
10097,any allergies he,0.0,1.0,Not Significant
10098,performed january 22,0.0,1.0,Not Significant
10099,take his,0.027730329365850532,0.8677443925184667,Not Significant
10100,pain at night,0.0,1.0,Not Significant
10101,has hypertension,0.0,1.0,Not Significant
10102,drop despite a,0.0,1.0,Not Significant
10103,i believe,0.0,1.0,Not Significant
10104,hip difficulties she,0.0,1.0,Not Significant
10105,the right smith,0.0,1.0,Not Significant
10106,expert opinion concurrently,0.0,1.0,Not Significant
10107,month he,0.0,1.0,Not Significant
10108,gentle tennis,0.027730329365850532,0.8677443925184667,Not Significant
10109,clinical decision,0.027730329365850532,0.8677443925184667,Not Significant
10110,naproxen tylenol,0.0,1.0,Not Significant
10111,relief she should,0.0,1.0,Not Significant
10112,which is worsening,0.23403653161881685,0.6285468203166699,Not Significant
10113,she can still,0.0,1.0,Not Significant
10114,no evidence of,0.0,1.0,Not Significant
10115,claudication and limited,0.027730329365850532,0.8677443925184667,Not Significant
10116,clinically relevant,0.0,1.0,Not Significant
10117,improvement given this,0.0,1.0,Not Significant
10118,injection the,0.9134525187097302,0.3392000204390548,Not Significant
10119,precipitate any increase,0.0,1.0,Not Significant
10120,tension there,0.0,1.0,Not Significant
10121,minutes she takes,0.0,1.0,Not Significant
10122,tenderness to,0.0,1.0,Not Significant
10123,in consideration,0.0,1.0,Not Significant
10124,most recent mri,0.027730329365850532,0.8677443925184667,Not Significant
10125,reportedly unremarkable,0.0,1.0,Not Significant
10126,and paresthesia into,0.0,1.0,Not Significant
10127,and recess,0.0,1.0,Not Significant
10128,past 18,0.027730329365850532,0.8677443925184667,Not Significant
10129,not tell,0.027730329365850532,0.8677443925184667,Not Significant
10130,in march she,0.027730329365850532,0.8677443925184667,Not Significant
10131,block less,0.0,1.0,Not Significant
10132,ability to perform,0.10983015658274958,0.7403375829953007,Not Significant
10133,gainful employment given,0.0,1.0,Not Significant
10134,after a fall,0.0,1.0,Not Significant
10135,the mri but,0.0,1.0,Not Significant
10136,19 2022 and,0.0,1.0,Not Significant
10137,describes sharp,0.0,1.0,Not Significant
10138,to stress,0.0,1.0,Not Significant
10139,deficit she has,0.0,1.0,Not Significant
10140,is required she,0.0,1.0,Not Significant
10141,dyslipidemia she had,0.0,1.0,Not Significant
10142,lancinating pain into,0.0,1.0,Not Significant
10143,on her feet,0.027730329365850532,0.8677443925184667,Not Significant
10144,ongoing buttock,0.027730329365850532,0.8677443925184667,Not Significant
10145,him he is,0.0,1.0,Not Significant
10146,significant issue,0.0,1.0,Not Significant
10147,and methadone since,0.0,1.0,Not Significant
10148,achy increased with,0.0,1.0,Not Significant
10149,and there,2.3722986055005784,0.12350507863074019,Not Significant
10150,pain leg,0.0,1.0,Not Significant
10151,of 2021 but,0.0,1.0,Not Significant
10152,furosemide irbesartan,0.0,1.0,Not Significant
10153,changes these findings,0.0,1.0,Not Significant
10154,of depression,0.9134525187097302,0.3392000204390548,Not Significant
10155,this study thank,0.0,1.0,Not Significant
10156,resisted left knee,0.23403653161881685,0.6285468203166699,Not Significant
10157,interim she,0.23403653161881685,0.6285468203166699,Not Significant
10158,and she also,0.027730329365850532,0.8677443925184667,Not Significant
10159,is not disrupted,0.23403653161881685,0.6285468203166699,Not Significant
10160,2 mg up,0.027730329365850532,0.8677443925184667,Not Significant
10161,moderate on,0.027730329365850532,0.8677443925184667,Not Significant
10162,point while i,0.0,1.0,Not Significant
10163,only very,0.0,1.0,Not Significant
10164,rather than back,0.027730329365850532,0.8677443925184667,Not Significant
10165,chronic but worsening,0.23403653161881685,0.6285468203166699,Not Significant
10166,may take,0.0,1.0,Not Significant
10167,mg 1 to,0.0,1.0,Not Significant
10168,to demerol smith,0.0,1.0,Not Significant
10169,was no antalgia,0.027730329365850532,0.8677443925184667,Not Significant
10170,little she also,0.0,1.0,Not Significant
10171,165 lbs,0.027730329365850532,0.8677443925184667,Not Significant
10172,nerve stretch,0.0,1.0,Not Significant
10173,noticed gastrointestinal upset,0.0,1.0,Not Significant
10174,follow their recommendations,0.0,1.0,Not Significant
10175,recreational activities his,0.0,1.0,Not Significant
10176,performing exercises she,0.0,1.0,Not Significant
10177,medications he was,0.0,1.0,Not Significant
10178,it is helping,0.0,1.0,Not Significant
10179,to ankle,0.0,1.0,Not Significant
10180,and kidney,0.0,1.0,Not Significant
10181,reportedly otherwise,0.0,1.0,Not Significant
10182,examination revealed normal,0.027730329365850532,0.8677443925184667,Not Significant
10183,he reports limited,0.7888576816579786,0.37444576110523364,Not Significant
10184,levothyroxine the physical,0.0,1.0,Not Significant
10185,medications include tridural,0.0,1.0,Not Significant
10186,to him,0.0,1.0,Not Significant
10187,current episode began,0.0,1.0,Not Significant
10188,back dominance to,0.027730329365850532,0.8677443925184667,Not Significant
10189,so and prior,0.0,1.0,Not Significant
10190,mild reduced,0.027730329365850532,0.8677443925184667,Not Significant
10191,best pain scale,0.0,1.0,Not Significant
10192,a wheelchair,0.0,1.0,Not Significant
10193,initial intense,0.0,1.0,Not Significant
10194,but not the,0.0,1.0,Not Significant
10195,at but on,0.0,1.0,Not Significant
10196,spreading of,0.0,1.0,Not Significant
10197,stenosis of the,0.0,1.0,Not Significant
10198,deemed required and,0.0,1.0,Not Significant
10199,stenosis at xrays,0.0,1.0,Not Significant
10200,to large disc,0.0,1.0,Not Significant
10201,minutes and sitting,0.0,1.0,Not Significant
10202,onset was about,0.9152548995488472,0.33872397300727486,Not Significant
10203,has affected her,0.0,1.0,Not Significant
10204,and will,0.030954846727423407,0.8603411623475206,Not Significant
10205,bradycardia she,0.0,1.0,Not Significant
10206,has to sit,0.23403653161881685,0.6285468203166699,Not Significant
10207,mri elsewhere,0.0,1.0,Not Significant
10208,worsening his,0.0,1.0,Not Significant
10209,but query,0.027730329365850532,0.8677443925184667,Not Significant
10210,has cll,0.0,1.0,Not Significant
10211,factor smith and,0.0,1.0,Not Significant
10212,nerve root tension,0.049257301091464575,0.8243607010711338,Not Significant
10213,and ehl there,0.0,1.0,Not Significant
10214,a week ago,0.027730329365850532,0.8677443925184667,Not Significant
10215,care were,0.0,1.0,Not Significant
10216,making thank,0.0,1.0,Not Significant
10217,temporary relief from,0.027730329365850532,0.8677443925184667,Not Significant
10218,few weeks ago,0.027730329365850532,0.8677443925184667,Not Significant
10219,to whether,0.0,1.0,Not Significant
10220,pain sometimes,0.027730329365850532,0.8677443925184667,Not Significant
10221,facet joint,0.05392052254106931,0.8163765191881716,Not Significant
10222,january 2021,0.027730329365850532,0.8677443925184667,Not Significant
10223,tonsillectomy the only,0.0,1.0,Not Significant
10224,and tylenol xtra,0.0,1.0,Not Significant
10225,morphine he,0.0,1.0,Not Significant
10226,i spondylolisthesis at,0.2923199051557688,0.5887377016920815,Not Significant
10227,a concussion smith,0.0,1.0,Not Significant
10228,are multilevel degenerative,0.0,1.0,Not Significant
10229,that 80,0.0,1.0,Not Significant
10230,experienced about,0.0,1.0,Not Significant
10231,only 5,0.08388136974151478,0.7721048177986278,Not Significant
10232,if there may,0.0,1.0,Not Significant
10233,envelope of tolerance,0.0,1.0,Not Significant
10234,images there appears,0.0,1.0,Not Significant
10235,stemming from,0.0,1.0,Not Significant
10236,improvement with sitting,0.23403653161881685,0.6285468203166699,Not Significant
10237,be requisitioned,0.0,1.0,Not Significant
10238,and discogenic her,0.0,1.0,Not Significant
10239,there is corresponding,0.3181251948279767,0.5727365184632409,Not Significant
10240,ago and while,0.0,1.0,Not Significant
10241,that at this,0.0,1.0,Not Significant
10242,upper or,0.0,1.0,Not Significant
10243,than hypertension,1.2297403183059639,0.2674575459184321,Not Significant
10244,including limited,0.0,1.0,Not Significant
10245,bid amitriptyline,0.0,1.0,Not Significant
10246,changes smith is,0.0,1.0,Not Significant
10247,a lot,0.0,1.0,Not Significant
10248,silent there is,0.0,1.0,Not Significant
10249,surgeries three,0.0,1.0,Not Significant
10250,management the leg,0.0,1.0,Not Significant
10251,furosemide azathioprine,0.0,1.0,Not Significant
10252,void he says,0.0,1.0,Not Significant
10253,revealed findings of,0.027730329365850532,0.8677443925184667,Not Significant
10254,clinic at this,0.0,1.0,Not Significant
10255,sharp sensation with,0.027730329365850532,0.8677443925184667,Not Significant
10256,significant issue he,0.0,1.0,Not Significant
10257,at catharines general,0.0,1.0,Not Significant
10258,are commensurate,1.3609717806500932,0.24336913452362924,Not Significant
10259,with exercises daily,0.0,1.0,Not Significant
10260,good she smokes,0.0,1.0,Not Significant
10261,i suspected,0.0,1.0,Not Significant
10262,her pain she,0.0,1.0,Not Significant
10263,stenosis and encroachment,0.027730329365850532,0.8677443925184667,Not Significant
10264,health history he,0.0,1.0,Not Significant
10265,prn her,0.0,1.0,Not Significant
10266,that smith walks,0.0,1.0,Not Significant
10267,and she had,0.0,1.0,Not Significant
10268,an ileostomy bag,0.0,1.0,Not Significant
10269,and metamucil her,0.0,1.0,Not Significant
10270,has deteriorated he,0.0,1.0,Not Significant
10271,lateral toes the,0.0,1.0,Not Significant
10272,calcified disc,0.0,1.0,Not Significant
10273,a grade 1,0.0,1.0,Not Significant
10274,symptoms are not,0.0,1.0,Not Significant
10275,initially starting as,0.0,1.0,Not Significant
10276,aquatherapy helps a,0.0,1.0,Not Significant
10277,his worsening,0.0,1.0,Not Significant
10278,his health history,0.08425507972332527,0.7716117871398922,Not Significant
10279,same given,0.0,1.0,Not Significant
10280,exert herself to,0.0,1.0,Not Significant
10281,root in view,0.0,1.0,Not Significant
10282,dorsiflexion there,0.0,1.0,Not Significant
10283,pain but not,0.0,1.0,Not Significant
10284,little with his,0.0,1.0,Not Significant
10285,performe june 2,0.0,1.0,Not Significant
10286,has limited standing,0.10983015658274958,0.7403375829953007,Not Significant
10287,as tolerated referral,0.0,1.0,Not Significant
10288,burning or,0.0,1.0,Not Significant
10289,afo on,0.0,1.0,Not Significant
10290,had chiropractic care,0.1409721764832986,0.7073164438110074,Not Significant
10291,of l2 on,0.0,1.0,Not Significant
10292,mri march 5,0.027730329365850532,0.8677443925184667,Not Significant
10293,is experiencing radicular,0.027730329365850532,0.8677443925184667,Not Significant
10294,include gabapentin 100,0.0,1.0,Not Significant
10295,has already also,0.0,1.0,Not Significant
10296,problems due,0.0,1.0,Not Significant
10297,with no heavy,0.0,1.0,Not Significant
10298,but acupuncture was,0.0,1.0,Not Significant
10299,for dyslipidemia,0.23403653161881685,0.6285468203166699,Not Significant
10300,occasional tablet,0.0,1.0,Not Significant
10301,has seasonal,0.0,1.0,Not Significant
10302,be requisitioned thank,0.0,1.0,Not Significant
10303,from l3,0.0,1.0,Not Significant
10304,be gnmi but,0.0,1.0,Not Significant
10305,first surgery,0.0,1.0,Not Significant
10306,elevated blood glucose,0.027730329365850532,0.8677443925184667,Not Significant
10307,to be good,0.0,1.0,Not Significant
10308,try to titrate,0.027730329365850532,0.8677443925184667,Not Significant
10309,s1 images are,0.0,1.0,Not Significant
10310,is spinal,0.9134525187097302,0.3392000204390548,Not Significant
10311,sluggish right,0.027730329365850532,0.8677443925184667,Not Significant
10312,with relief the,0.0,1.0,Not Significant
10313,16 the,0.0,1.0,Not Significant
10314,and bilateral leg,0.08388136974151478,0.7721048177986278,Not Significant
10315,also may have,0.0,1.0,Not Significant
10316,limbs are,0.0,1.0,Not Significant
10317,at gn,0.2451991772261216,0.6204759570894665,Not Significant
10318,which his recurrent,0.027730329365850532,0.8677443925184667,Not Significant
10319,standing and,0.7750594251785227,0.3786564151431133,Not Significant
10320,persisting right leg,0.0,1.0,Not Significant
10321,provides some relief,0.0,1.0,Not Significant
10322,is currently,0.08388136974151478,0.7721048177986278,Not Significant
10323,this be requisitioned,0.027730329365850532,0.8677443925184667,Not Significant
10324,emg done,0.0,1.0,Not Significant
10325,physiotherapy no benefit,0.0,1.0,Not Significant
10326,root on personal,0.0,1.0,Not Significant
10327,his walking tolerance,0.0,1.0,Not Significant
10328,examination findings impact,0.0,1.0,Not Significant
10329,anxiety the name,0.0,1.0,Not Significant
10330,navigating stairs review,0.0,1.0,Not Significant
10331,be given to,0.0,1.0,Not Significant
10332,decision making thank,0.0,1.0,Not Significant
10333,was in june,0.027730329365850532,0.8677443925184667,Not Significant
10334,olanzapine fluoxetine lamotrigine,0.0,1.0,Not Significant
10335,much pain but,0.0,1.0,Not Significant
10336,process he has,0.0,1.0,Not Significant
10337,with exercises paraspinal,0.0,1.0,Not Significant
10338,and fact joint,0.0,1.0,Not Significant
10339,right leg dominant,0.9134525187097302,0.3392000204390548,Not Significant
10340,involvement this is,0.0,1.0,Not Significant
